Provider ID,Score,ScoreBin,Hospital Name,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Efficient use of medical imaging national comparison,Hospital,Cleanliness,Nurses,Doctors,HelpWhenNeeded,PainControl,ExplainMeds,RecoveryInfo,UnderstandCare,Rating,Quiet,Recommend,HAI2,HAI3,HAI4,HAI5,HAI6,Aggregate_Inf,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PayPerBenAvg,COMP_HIP_KNEE,PSI_12_POSTOP_PULMEMB_DVT,PSI_13_POST_SEPSIS,PSI_14_POSTOP_DEHIS,PSI_15_ACC_LAC,PSI_3_ULCER,PSI_4_SURG_COMP,PSI_6_IAT_PTX,PSI_7_CVCBI,PSI_8_POST_HIP,PSI_90_SAFETY,MORT_30_AMI,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,READM_30_AMI,READM_30_COPD,READM_30_HF,READM_30_HIP_KNEE,READM_30_HOSP_WIDE,READM_30_PN,READM_30_STK,OP_12 eLab_Rec,OP_17_TrackMedInfo,OP_25_CHECK_OP,SM_PART_GEN_SURG,SM_PART_NURSE,SM_SS_CHECK_IP,SumStruct,ED_IP_Throughput,EDV,IMM__PT,IMM_Workers,ED_OP_Throughput,TimeToEval,TimeToPainMed,LeftBeforeTreat,Endoscopy polyp surveillance  appropriate follow-up interval for normal colonoscopy in average risk patients,AspirinCP,TimeToECG,ElectiveEarlyDelivery,AppropStrokeCare,HospVTE
670069,4,0,METHODIST MCKINNEY HOSPITAL,75070,Acute Care Hospitals,Proprietary,1,0,Not Available,670069,84,83,82,78,79,65,90,61,85,80,84,0,0,0,0,0,0,,,,,2.8,3.78,9.92,,1.34,0.46,,0.4,0.17,,0.79,,,,,,,,,4.2,15.7,,,0,1,1,0,0,1,3,142,1,89,86,79,13,29,1,100,,,,,
670071,4,0,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,76012,Acute Care Hospitals,Proprietary,0,1,Not Available,670071,77,82,81,76,72,71,89,58,80,62,82,0,,,0,0.427472214,0.196155355,24748,18088,,21418,,5.14,8.82,,1.21,0.35,,0.41,0.16,0.06,0.82,13.9,,11.4,,,15.9,,21,,15.5,,,1,1,1,0,0,1,4,,,100,98,,,,,,,,,,
670073,4,0,METHODIST HOSPITAL FOR SURGERY,75001,Acute Care Hospitals,Proprietary,1,0,Not Available,670073,81,81,84,75,74,69,90,60,83,83,83,0,,,0,0.309885342,0.127137499,,,,,2.6,3.84,9.19,,1.67,0.44,126.16,0.39,0.17,,0.85,,,,,,,,,4.1,14.5,,,0,1,1,0,0,1,3,,1,99,90,105,25,,1,,,,,,
670077,4,0,HOUSTON METHODIST WEST HOSPITAL,77094,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,670077,77,79,81,66,75,65,88,57,81,69,83,0.516315572,0,10.30927835,0.027667109,0.391378491,0.25678964,25008,17315,16886,19736.33333,3.1,4.04,11.65,2.19,0.69,0.17,124.2,0.4,0.13,0.06,0.64,14.8,8.8,9.8,18.2,15.2,16.2,19.4,20.6,4.6,15.2,16.8,11.4,1,0,1,0,1,1,4,257,3,100,99,160,24,54,1,76,,,4,100,
670078,4,0,BAPTIST EMERGENCY HOSPITAL,78232,Acute Care Hospitals,Proprietary,1,0,Above the national average,670078,73,91,93,86,81,75,86,69,87,83,90,0,,,0,0,0,,,14736,14736,,,,,1.42,,,0.41,0.17,,0.9,,8,,13.9,,,19.2,,,15.4,15.9,,0,0,0,0,0,0,0,174,4,97,82,87,19,34,1,,96,3,,,
670080,4,0,SETON MEDICAL CENTER HARKER HEIGHTS,76548,Acute Care Hospitals,Proprietary,1,0,Same as the national average,670080,78,82,84,73,73,68,91,57,79,71,79,0.505050505,65.2173913,0,0,0.091466203,0.195694716,22231,15015,14733,17326.33333,3.2,3.56,9.74,2.2,0.79,0.24,,0.41,0.15,0.06,0.63,13.2,7.6,11.1,11.7,14.3,17.5,19.6,21.9,4.5,15.4,17.8,12.6,1,1,1,0,0,1,4,240,3,98,92,141,22,63,4,93,,5,1,,
670082,4,0,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,75071,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,670082,79,81,82,67,72,64,88,58,82,66,85,1.667361401,11.23595506,0,0.02531902,0.791331872,0.427333307,23941,16536,15028,18501.66667,,3.45,9.51,2.19,0.84,0.23,132.82,0.39,0.14,0.06,0.62,12.4,6.4,12.1,14.2,14.4,16.3,18,24.2,4.5,15.5,18.6,10.9,1,1,1,0,1,1,5,232,2,100,99,139,7,36,1,100,,,1,,
670085,4,0,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,76244,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,670085,72,80,80,66,73,62,85,53,78,64,82,0.788332676,37.73584906,0,0,0.596445187,0.364725804,,18394,14514,16454,,4.2,,2.26,1.07,0.32,,0.38,0.16,0.06,0.73,,7.8,10.2,15.7,,,18.8,21.4,,15.2,15.5,,1,1,1,0,1,1,5,289,2,99,96,158,22,48,1,,100,6,3,,
670088,4,0,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,77845,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,670088,77,83,84,68,72,69,87,59,84,72,84,0,13.15789474,0,0,0.293355498,0.152698399,25206,16558,14323,18695.66667,3.2,3.37,11.62,2.18,1.96,0.94,145.93,0.41,0.14,0.06,0.95,14.1,7.9,11.3,15.5,15.1,17.7,19.3,21.4,4.7,15.6,17.5,12.1,1,1,1,0,1,1,5,220,2,96,99,139,34,40,1,95,,,1,,
10001,3,0,SOUTHEAST ALABAMA MEDICAL CENTER,36301,Acute Care Hospitals,Government,1,1,Same as the national average,10001,66,77,82,57,67,64,88,51,70,69,73,1.312133374,40.46242775,0,0.057155921,0.358269673,0.320314335,21804,15659,15089,17517.33333,3.8,3.32,5.72,2.72,1.35,0.07,168.26,0.36,0.12,0.06,0.68,12.5,9.3,12.4,15.5,15.4,16.5,21.1,21.4,5.1,15.4,18.7,12.7,1,0,1,0,1,1,4,274,3,95,81,195,64,80,5,68,,,0,79,0
10005,3,0,MARSHALL MEDICAL CENTER SOUTH,35957,Acute Care Hospitals,Government,1,1,Below the national average,10005,68,81,88,67,76,66,89,53,76,70,75,0.835770999,14.70588235,0,0.026049807,0.082203042,0.133862292,23171,16376,14384,17977,3,5.63,9.18,2.11,1.25,0.14,179.05,0.47,0.11,0.06,0.85,16,7.6,15.5,20.8,15.5,16.7,18,21.9,5.7,14.9,16.4,13.4,1,1,1,0,0,1,4,237,4,97,83,110,23,59,2,86,99,12,1,,
10008,3,0,CRENSHAW COMMUNITY HOSPITAL,36049,Acute Care Hospitals,Proprietary,1,1,Not Available,10008,77,83,94,66,81,68,85,55,75,64,83,4.587155963,,,0,1.848428835,1.540832049,,15274,14482,14878,,,,,1.41,0.45,,0.41,0.17,,0.9,,8.2,12.7,15.7,,,19.2,23.1,,15.7,16,,0,0,1,0,0,1,2,189,1,91,43,96,27,39,0,47,,,,,
10012,3,0,DEKALB REGIONAL MEDICAL CENTER,35968,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10012,69,81,83,63,72,61,87,44,69,65,60,0,0,,0,0.261454997,0.11895557,22997,16722,15449,18389.33333,2.8,4.92,11.78,2.23,1.58,0.24,,0.36,0.15,0.06,0.9,16.8,9.2,12.5,26.8,15.8,16.1,19.2,23.4,,15.3,19.4,12.8,1,1,1,0,0,1,4,190,2,97,90,134,34,62,2,100,100,2,10,,
10016,3,0,SHELBY BAPTIST MEDICAL CENTER,35007,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,10016,56,75,81,56,67,62,86,48,67,61,69,0.956106041,4.484304933,0,0.04060419,0.406041904,0.308174789,21663,15445,14399,17169,2.8,2.84,10.26,1.95,1.56,0.84,155.98,0.41,0.1,0.06,0.8,14.7,8.1,14,16.1,15.8,17.7,17.9,21.5,5,14.7,17.1,12.4,1,1,1,0,0,1,4,303,3,100,76,192,22,68,1,84,,,0,100,0
10023,3,0,BAPTIST MEDICAL CENTER SOUTH,36116,Acute Care Hospitals,Government,1,1,Above the national average,10023,64,77,80,61,68,61,87,49,67,68,68,2.117896223,9.900990099,0,0.083444593,0.979813481,0.6472361,22358,16991,15736,18361.66667,2.1,1.94,9.97,3,1.09,0.39,171.58,0.32,0.1,0.06,0.59,13.4,9.1,13.5,16.4,16.4,18.1,19.5,23.3,4.7,15.6,18.6,13.8,1,1,1,0,1,1,5,434,4,95,70,164,34,63,2,90,,,2,85,0
10024,3,0,JACKSON HOSPITAL & CLINIC INC,36106,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,10024,70,80,84,70,73,66,86,48,75,73,77,1.000181851,7.518796992,20,0.071358233,0.684462697,0.444276906,24344,16363,14629,18445.33333,2.1,3.01,11.66,2.01,1.18,1.83,169.43,0.24,0.09,0.06,0.77,14.8,9.5,10.6,18.7,13.4,17.9,17.2,19,4.9,15.1,16.9,13,1,1,1,0,0,1,4,326,3,99,54,136,43,83,4,100,,,0,,5
10033,3,0,UNIVERSITY OF ALABAMA HOSPITAL,35233,Acute Care Hospitals,Government,1,1,Below the national average,10033,72,83,84,68,72,68,88,59,83,68,86,0.932734648,34.5323741,10.21711367,0.161838485,0.668884294,0.480753773,20470,15680,14671,16940.33333,3.4,5.88,8.8,1.35,0.68,1.1,142,0.53,0.1,0.06,0.81,12.4,7.1,10.5,14.9,18.9,18,19.9,23.7,5.7,16.5,18.6,16,1,1,1,1,1,1,6,413,4,98,72,206,36,87,4,82,,,3,100,2
10035,3,0,CULLMAN REGIONAL MEDICAL CENTER,35058,Acute Care Hospitals,Government,1,1,Same as the national average,10035,73,79,83,64,70,68,85,51,71,70,67,0.895713372,18.18181818,0,0.092004784,0.127942682,0.208986416,21517,15298,14879,17231.33333,2.5,2.17,10.14,2.16,1.25,0.16,127.02,0.42,0.12,0.06,0.64,15.7,8.3,12.5,20.2,16.8,16.2,19.8,22.8,4.6,15.7,16.6,12.5,1,1,1,0,0,1,4,236,3,99,91,130,20,52,0,88,100,7,3,,
10036,3,0,ANDALUSIA REGIONAL HOSPITAL,36420,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10036,74,78,84,64,68,65,85,46,70,71,67,0,0,0,0,0.393520037,0.180429422,,13543,12546,13044.5,2.6,4.29,,2.23,2.33,0.27,,0.36,0.15,0.06,1.02,,7.2,11.5,15.1,13.2,,19.8,23.4,3.9,16.4,17.2,12.5,1,1,1,0,0,1,4,174,2,99,81,91,4,20,1,100,100,0,0,,
10038,3,0,STRINGFELLOW MEMORIAL HOSPITAL,36201,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10038,73,74,80,57,68,57,83,47,69,71,72,0,40,0,0.092816039,0.092816039,0.123340049,23782,17081,13727,18196.66667,3,4.26,,2.19,1.63,0.23,,0.41,0.14,0.06,0.87,14.5,6.4,12.1,14.7,14.4,17.7,20.3,24,4.7,15.9,17.7,13.5,0,0,1,0,0,1,2,192,2,99,65,88,17,64,1,100,,,,,
10039,3,0,HUNTSVILLE HOSPITAL,35801,Acute Care Hospitals,Government,1,1,Below the national average,10039,73,79,80,65,70,66,87,52,73,66,77,1.549529607,24.31118314,4.070556309,0.064976513,0.42127526,0.334787907,21662,16255,14820,17579,2.1,4.17,5,1.75,1.32,0.46,171.91,0.3,0.16,0.06,0.74,13.1,8.3,11.7,18.7,17.9,16.3,19.2,21.5,4.8,15.2,17.3,12.3,1,1,1,0,1,1,5,345,4,98,88,182,58,64,1,96,,,0,93,10
10046,3,0,RIVERVIEW REGIONAL MEDICAL CENTER,35901,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10046,66,74,77,63,64,55,81,44,65,69,63,1.864601262,0,0,0.029499395,0.235995162,0.294042957,23847,16296,15639,18594,3.6,4.67,13.58,2.16,0.9,0.15,133.64,0.32,0.13,0.06,0.72,15.9,7.8,11.5,17.7,14.7,17.9,21.3,22.3,4.8,15.6,17.5,12.7,1,1,1,0,0,1,4,245,2,79,84,156,23,86,4,100,,,,,
10047,3,0,GEORGIANA MEDICAL CENTER,36033,Acute Care Hospitals,Proprietary,1,1,Not Available,10047,73,85,87,78,77,67,82,39,76,78,65,0,,,0,0,0,,,13337,13337,,,,,1.42,0.45,,0.41,0.17,,0.9,,7.2,,14.6,,,20,,,15.8,18.1,,1,0,1,0,0,1,3,135,1,94,34,102,37,,1,,,,,,
10049,3,0,MEDICAL CENTER ENTERPRISE,36330,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10049,71,74,84,59,69,60,89,46,70,66,66,1.333333333,0,10.30927835,0,0.248911014,0.282246684,,13581,11941,12761,2.4,3.3,9.23,2.25,1.48,0.34,,0.38,0.15,0.06,0.77,,11.6,13.6,19.7,14.7,,21.3,22.5,4.3,14.7,15.8,12.4,1,0,1,0,0,1,3,246,2,99,59,150,25,73,2,100,100,6,0,,
10052,3,0,LAKE MARTIN COMMUNITY HOSPITAL,36853,Acute Care Hospitals,Proprietary,1,1,Not Available,10052,82,82,88,75,71,63,83,50,71,76,66,0,,,0,0,0,,14111,12522,13316.5,,,,,1.41,,,0.4,0.17,,0.9,,7.5,11.9,16,,,19.1,21.5,,14.6,17.5,,0,0,1,0,0,0,1,222,1,68,57,112,30,63,1,43,71,24,,,
10056,3,0,ST VINCENT'S BIRMINGHAM,35205,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,10056,67,80,85,66,73,67,89,55,78,69,81,0.77656978,13.69863014,6.507592191,0.104382318,0.55228092,0.377148245,23527,16221,15224,18324,2.8,6.66,6.4,2.99,1.69,0.07,160.56,0.53,0.35,0.06,1.05,15.5,8.2,12.7,13.9,14.1,16.9,20.4,22.5,5.1,15.2,16.1,14.7,1,1,1,0,1,1,5,308,3,83,49,178,42,76,2,83,,,2,,0
10061,3,0,HIGHLANDS MEDICAL CENTER,35768,Acute Care Hospitals,Government,1,1,Same as the national average,10061,70,81,80,66,73,62,87,44,65,73,63,2.019386107,0,0,0,0.226791654,0.270517026,,13838,13016,13427,3,4.05,11.42,2.84,1.31,0.95,,0.38,0.15,0.06,0.84,,8,12.1,16.3,15.4,,19.2,22.6,4.6,15.7,16.1,14.1,1,1,1,0,0,1,4,283,2,99,71,170,37,80,2,34,84,14,0,,
10062,3,0,WIREGRASS MEDICAL CENTER,36340,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,10062,73,82,93,76,79,73,87,50,75,65,71,0,0,0,0,0,0,,13970,13364,13667,,4.93,,,1.55,0.37,,0.4,0.16,0.06,0.89,,8.3,14.7,16.6,,,18.8,20.8,,15.2,16.7,,1,1,1,0,0,1,4,180,1,54,22,89,23,45,4,5,,,,,
10065,3,0,RUSSELL HOSPITAL,35010,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,10065,73,83,87,72,75,69,90,45,77,72,75,0.102880658,0,500,0,0.197005516,0.13315136,24270,18335,16777,19794,3.3,4.8,9.51,2.23,2.32,0.9,123.43,0.6,0.14,0.06,1.14,14.7,7,12.6,19.1,14.9,16,16.8,21,5.7,15.9,17.8,13.1,1,1,1,0,0,1,4,270,2,97,74,130,18,56,1,99,95,0,2,,9
10069,3,0,MEDICAL CENTER BARBOUR,36027,Acute Care Hospitals,Government,1,1,Same as the national average,10069,76,81,88,71,74,70,87,44,70,71,66,1.777777778,0,0,0.362253215,0.181126607,0.41047533,,13369,12984,13176.5,,4.91,,2.29,1.18,0.38,,0.4,0.16,0.06,0.81,,8.6,12.3,17.3,14.9,,20.7,20.9,,15.2,16,12.3,1,0,1,0,0,1,3,177,1,89,46,148,9,45,3,95,100,11,,,
10073,3,0,CLAY COUNTY HOSPITAL,36251,Acute Care Hospitals,Government,1,1,Same as the national average,10073,72,82,95,79,74,62,79,46,68,79,69,4.008016032,,,0.452693526,0,0.587314017,,14274,13286,13780,,,,,1.12,0.31,,0.45,0.13,,0.82,,8.3,12.7,17.7,,,19.5,21,,15.4,16.5,,1,1,1,0,0,1,4,215,1,97,74,104,29,65,1,58,72,8,,,
10083,3,0,SOUTH BALDWIN REGIONAL MEDICAL CENTER,36535,Acute Care Hospitals,Proprietary,1,1,Below the national average,10083,76,83,80,75,74,68,88,53,78,69,76,0,0,0,0.039979211,0.359812897,0.185987688,22935,15032,13462,17143,2.5,6.16,8.1,2.13,1.58,0.17,139.23,0.66,0.13,0.06,1,14.2,7.9,11.2,14.1,16.1,16.5,17.3,21.6,5.5,15.4,18.3,12.5,0,0,1,0,0,1,2,241,2,100,93,141,21,49,4,100,,,0,,0
10087,3,0,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,36617,Acute Care Hospitals,Government,1,1,Below the national average,10087,72,83,84,68,75,67,88,51,77,70,76,1.899635903,106.870229,0,0.139716841,0.512295082,0.584795322,,,,,,5.65,8.71,2.15,1.15,0.82,141.74,0.42,0.14,0.06,0.87,,7.6,,,18.2,,20.4,21.8,,16.4,,14.3,0,0,1,0,0,1,2,506,2,97,94,303,72,41,14,99,,,,100,0
10089,3,0,WALKER BAPTIST MEDICAL CENTER,35502,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,10089,68,78,81,68,66,64,86,49,70,64,65,0.202963264,0,0,0.116191251,0.34994605,0.230683638,23486,15678,13731,17631.66667,2.4,3.1,8.1,2.18,1.35,0.34,131.28,0.51,0.23,0.06,0.75,12.7,9.1,13.1,18.7,14.4,17.8,21.5,22.8,4.8,15.6,16.5,12.7,1,1,1,0,0,1,4,233,2,100,80,119,17,46,2,96,99,0,0,,
10091,3,0,GROVE HILL MEMORIAL HOSPITAL,36451,Acute Care Hospitals,Government,1,1,Not Available,10091,70,77,88,69,70,71,83,43,70,68,63,0,,50,0,0,0.130753138,,16743,15981,16362,,,,,1.34,0.45,,0.4,0.17,,0.88,,7.8,12.8,17,,,19.5,21,,15,15.6,,1,1,1,0,0,1,4,215,1,93,55,140,34,54,2,38,83,11,12,,
10097,3,0,ELMORE COMMUNITY HOSPITAL,36092,Acute Care Hospitals,Government,1,1,Not Available,10097,71,83,95,82,73,74,88,55,75,72,70,,,,0,0,0,,14750,14225,14487.5,,,,,1.26,0.39,,0.4,0.14,,0.85,,8.3,10.9,15.7,,,20.1,22,,15.3,16.6,,0,0,1,0,0,1,2,181,1,88,51,78,18,34,2,,94,10,,,
10101,3,0,CITIZENS BAPTIST MEDICAL CENTER,35161,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,10101,66,77,80,60,68,64,85,47,65,71,63,0,0,0,0,0.087650101,0.041618112,23516,14567,15828,17970.33333,,5.04,,2.28,1.52,0.45,,0.38,0.16,0.06,0.9,14.3,7.7,12.1,20.8,16,,19.4,23.2,,15.9,17.5,12.6,1,1,1,0,0,1,4,218,2,99,46,110,24,56,2,77,100,5,0,,
10103,3,0,PRINCETON BAPTIST MEDICAL CENTER,35211,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,10103,62,80,86,64,73,66,86,52,74,67,75,1.483415416,5.917159763,0,0.15568608,0.665204161,0.530400136,22088,16150,14201,17479.66667,2.6,3.64,9.29,2.3,1.36,0.67,144.15,0.41,0.32,0.06,0.81,18.2,8.5,13.6,19.7,18.3,17.7,20.1,22.2,4.5,15.5,15,13.2,1,1,1,0,0,1,4,325,3,99,73,188,33,84,2,99,,,0,100,0
10112,3,0,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,36732,Acute Care Hospitals,Government,1,1,Same as the national average,10112,78,78,79,62,72,62,73,46,58,74,52,0,0,0,0,0.570971794,0.286993457,,14196,13733,13964.5,,5.02,,,1.05,0.3,,0.38,0.12,0.06,0.77,,7.7,12.6,16.5,,,18.9,21.7,,15,19.4,,1,1,1,0,0,1,4,190,1,91,38,106,36,65,2,,93,34,,,
10118,3,0,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,36701,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10118,67,74,82,61,68,61,85,45,61,69,56,0.74202325,0,0,0.116536534,0.505625079,0.35032877,22002,15756,13383,17047,,3.35,10.56,2.69,0.71,0.17,124.09,0.39,0.13,0.06,0.59,15.3,8.7,10,15.8,15.7,18.6,17.5,23.6,,15.2,17.6,15,1,1,1,0,0,1,4,251,2,98,94,130,18,36,2,71,93,7,0,,
10120,3,0,MONROE COUNTY HOSPITAL,36460,Acute Care Hospitals,Government,1,1,Same as the national average,10120,74,86,89,78,76,62,89,45,76,69,72,0,0,,0,0,0,,14464,13571,14017.5,,,,,1.32,0.42,,0.4,0.17,,0.87,,8.2,11.6,20.9,15.2,,20.4,20.4,,16.2,19.4,12.2,1,1,1,0,0,1,4,230,1,99,90,120,28,48,3,85,96,7,0,,
10126,3,0,TROY REGIONAL MEDICAL CENTER,36081,Acute Care Hospitals,Government,1,1,Same as the national average,10126,66,80,88,73,75,70,89,40,69,68,62,0,0,0,0.108506944,0.217013889,0.151561079,,14500,12163,13331.5,3.4,4.41,9.45,2.83,1.31,0.31,,0.45,0.15,0.06,0.81,,7.8,13,19.2,14.8,,21.2,23.7,4.8,15.3,15.8,12.3,1,1,1,0,0,1,4,219,1,99,81,126,45,36,2,60,86,2,,,
10128,3,0,JACKSON MEDICAL CENTER,36545,Acute Care Hospitals,Proprietary,1,1,Not Available,10128,66,85,86,79,78,74,82,51,72,82,63,0,,,,0,0,,14792,13201,13996.5,,,,,1.38,0.44,,0.4,0.16,,0.89,,7.6,13.9,18.4,,,18.4,22,,15.5,17,,1,0,1,0,0,1,3,214,1,100,40,117,45,74,4,100,100,10,,,
10130,3,0,ST VINCENT'S ST CLAIR,35125,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,10130,75,85,88,74,79,69,89,55,83,71,82,0,0,0,0,0.765462339,0.349113252,,15109,12778,13943.5,,4.95,,,1.48,0.32,,0.46,0.16,0.06,0.89,13.6,9.1,12.6,14.5,14.1,,19.3,22.9,,16.2,20.3,12.7,1,1,1,0,1,1,5,231,2,97,52,104,30,55,3,87,100,4,,,
10131,3,0,CRESTWOOD MEDICAL CENTER,35801,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10131,65,77,81,61,66,64,87,52,71,63,73,0.535809966,35.71428571,14.70588235,0,0.236988424,0.190197892,20007,14229,13258,15831.33333,3.2,2.59,8.02,2.58,1.64,0.36,135.91,0.4,0.1,0.06,0.75,13.9,10.1,12.4,21.2,15.1,17.6,18.9,23.6,4.8,15.6,16.5,12.5,1,1,1,0,0,1,4,321,3,99,75,151,26,100,3,100,,,0,,0
10139,3,0,BROOKWOOD MEDICAL CENTER,35209,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10139,64,77,82,57,69,66,86,47,66,62,70,0.607459604,14.85148515,1.061571125,0.071978176,0.338297428,0.229775412,23793,14708,14998,17833,3.6,3.94,,2.5,2.08,0.1,144.98,0.43,0.1,0.06,0.94,12.5,7.4,12.5,17.7,13.8,17.4,21.2,20.7,5,15.7,18.4,14.3,1,1,1,0,1,1,5,269,2,99,84,192,27,64,1,93,,,0,,0
10146,3,0,RMC JACKSONVILLE,36265,Acute Care Hospitals,Proprietary,1,1,Below the national average,10146,80,79,85,71,74,68,86,47,76,72,70,2.638522427,,,0.285306705,0,0.270672621,,15242,16054,15648,,,,,1.22,0.35,,0.39,0.14,,0.84,,7.8,12.5,21.7,,,20.3,21.6,,15.2,18.8,,0,1,1,0,0,1,3,259,1,98,92,134,38,68,3,,100,9,,,
10148,3,0,EVERGREEN MEDICAL CENTER,36401,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10148,78,84,93,74,80,71,90,48,73,77,77,0,,,0,0,0,,13159,14841,14000,,,,,1.71,0.41,,0.4,0.17,,0.96,,7,12.4,15.2,15.7,,21.1,21.8,,15.4,17.3,13.3,1,1,1,0,0,1,4,220,1,81,46,130,43,60,2,98,100,13,,,
10150,3,0,L V STABLER MEMORIAL HOSPITAL,36037,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10150,62,83,88,71,73,75,88,56,73,75,72,0,0,,0,0,0,,14758,14995,14876.5,2.8,4.55,9.86,,2.21,0.39,,0.4,0.17,0.06,1.03,,7.6,11.2,16,,,18.2,21.8,4.5,15.2,17.7,,0,0,1,0,0,1,2,224,1,100,70,102,22,65,3,97,96,1,,,
10157,3,0,SHOALS HOSPITAL,35661,Acute Care Hospitals,Government,1,1,Below the national average,10157,68,78,85,62,71,59,80,51,66,76,70,0,26.31578947,0,0,0.420698359,0.254274998,,16215,13731,14973,3.1,3.9,,2.22,1.3,0.34,,0.45,0.16,0.06,0.78,,9.2,12.4,18,16.1,,21.1,22.6,4.1,15.5,18.9,12.9,1,1,1,0,0,1,4,231,1,100,91,124,20,74,2,86,,,,,
10158,3,0,RUSSELLVILLE HOSPITAL,35653,Acute Care Hospitals,Proprietary,1,1,Same as the national average,10158,65,81,88,66,73,67,91,51,69,75,69,0,0,0,0,0,0,22917,14826,13480,17074.33333,3.8,7.14,9.11,2.27,1.08,0.32,,0.38,0.15,0.06,0.91,15.3,7.9,11.2,19.9,16.4,,20.3,22.7,5.4,16.1,20.8,12.8,1,1,1,0,0,1,4,204,1,100,91,78,10,27,1,100,100,4,,,
10164,3,0,COOSA VALLEY MEDICAL CENTER,35150,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,10164,66,77,87,60,74,60,87,44,73,71,66,0,0,0,0.097427903,0.180407721,0.126839168,22282,16056,13136,17158,4.1,7.96,10.57,2.17,1.46,0.28,,0.5,0.15,0.06,1.08,14.1,8.7,12.1,17.5,14.2,16.3,19.2,21.9,5.7,15.4,17.5,12.7,1,1,1,0,0,1,4,255,2,93,75,122,30,55,1,78,100,9,0,,
20001,3,0,PROVIDENCE ALASKA MEDICAL CENTER,99508,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,20001,69,76,77,64,69,59,89,51,72,51,78,1.426533524,10.81081081,0,0.039578097,0.55720007,0.344413661,24309,15339,12303,17317,3.8,5.95,13.76,1.92,1.96,0.29,127.05,0.27,0.24,0.06,1.06,13,9.6,13.9,17.8,14.2,15.3,20.1,19.5,4.5,13.3,14,10,1,1,1,1,1,1,6,405,4,90,65,174,40,56,1,98,,,5,88,3
20006,3,0,MAT-SU REGIONAL MEDICAL CENTER,99645,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,20006,71,76,76,57,65,64,88,52,69,62,68,0.512426339,31.25,0,0,0.230335138,0.206702323,21764,13346,11822,15644,4.1,5.02,9.94,2.62,1.29,0.24,,0.42,0.14,0.06,0.84,14.9,8.7,15.1,15.7,14.3,17.8,20.4,20.8,5.4,15.2,17.2,13.2,0,0,1,0,0,1,2,252,2,99,72,132,22,51,2,95,94,5,9,,
20008,3,0,BARTLETT REGIONAL HOSPITAL,99801,Acute Care Hospitals,Government,1,1,Not Available,20008,80,78,85,71,68,68,83,51,71,61,77,0,40,0,0,0.235266439,0.167888522,,15379,11889,13634,3.2,4.4,,3.42,1.51,0.37,,0.4,0.16,0.06,0.86,,9,12.7,21.1,14.6,,18.3,22.3,4.4,15.3,16.2,12.2,1,1,1,0,0,1,4,300,1,90,77,144,26,38,1,72,100,6,0,,
